アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
purity614,2020-06-04 18:56:34,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/0Lb93Gruh6,0,0,ja,,'東方神起ユノ❤️をTONEライブで見て、魂持っていかれ、それから即Bigeastに入会♪ 2016年1月SHINeeのFC入会💎Key寄りオルペン💓ユノソロ最高😍❤️XV初日福岡、名古屋土日、オーラス京セラ参戦済❣️追加公演4/25とアニイベ26日参戦予定❣️東方神起を知って楽しくてしょうがない❤親子トンペン,42,False,194,9517,2014-02-06 08:45:20
Se779sa,2020-06-04 18:56:34,'paypayを今更初めて使った結果めちゃくちゃ便利で驚愕した話ってタイトルでブログ始めようかな,2,0,ja,,'シャニマスがすきです,149,False,160,2227,2020-04-23 05:16:17
kvw6b78RcvyZ4Yn,2020-06-04 18:56:17,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/SWcwLoICVt,0,0,ja,日本,'ライブクイズPonQをきっかけにTwitter始めました❣️懸賞大好き❤漫才コンビ【母心】に夢中🥰 ジャニーズV6 が好き❤️旅行好き❤️無言フォロー失礼します😅,261,False,2354,17380,2019-05-01 03:03:43
Maki_sama_o0,2020-06-04 18:56:05,'あたし明日誕生日なんだよね〜💙 誕生日プレゼントくれた豚にはご褒美あげる💙 欲しいものリストからでも、PayPay、チュンカ、アマギフでも…💙 DM来られない子は♥️orRTで迎えに行ってあげる…💙  #atm奴隷 #財布奴隷 #貢ぎ奴隷 #貢ぎマゾ #奴隷募集 #貢がせ嬢 #調教,1,0,ja,会うことは❌です,'現役jk💙お貢ぎ500で返信💙iTunesカード・欲しいものリスト・アマギフ・PayPay💙欲しいものリストのお貢ぎは優遇💙貢げないマゾは要らない💙icon本人💙,43,False,3,85,2020-05-22 13:48:56
c_3sama,2020-06-04 18:56:03,'@yk926_khk415 #アマギフ #PayPay #猫   可愛いですねー！ 猫派です、前は多頭飼いでした✨,1,0,ja,日本,'ちび148cmの男です。人生一度きりなので好きな様に生きています。好きな女性のタイプは『僕を守ってくれる人』で『子どもっぽい男が好きな人』です。別に良いじゃないですか。発言したって。何か悪い事しました？音楽UPしてます。まず聴いて欲しいです。本当はレコーディングしたいです。いえ、します。誰か僕を愛して下さい。,439,False,1250,2385,2015-04-04 08:11:07
mamomiso1982,2020-06-04 18:56:00,'この機能どんどん広がってほしい！！  てか広げる！！  【PayPay】PayPayピックアップで快適な1日を https://t.co/tPGBVYNsvs @YouTubeより,0,0,ja,↓マモさんのレターポットはコチラ,'「ステキなひらめき思いつき」「会話の引き出し∞(無限大)」がキャッチコピー/おじ～ず/岡崎LOVE/ももクロ大好き/わいざんおもしろマーケティング組合/西野亮廣エンタメ研究所/メモ魔塾/TOLAND&スナックCandy名古屋大好き,1312,False,1111,15770,2016-12-22 17:47:55
rookies14,2020-06-04 18:56:00,'PayPayを活用したキャンペーン／浜松市  これは嬉しい😃 https://t.co/fYHWFRPmsc,1,0,ja,日本,',78,False,128,2530,2010-04-17 12:10:13
Kabuuuuuuuuuuuu,2020-06-04 18:55:48,'7月からPayPay使えるところしか行かないようにすっか,0,0,ja,浜松,'趣味用の垢 車用→(@kab_fk7) パズドラ/デレステ/ポケカ/トランスフォーマー/ラーメン とにかく、色んなことを呟きます。,240,False,489,25759,2010-11-16 01:56:26
yg_usm0x0b,2020-06-04 18:55:04,'いまだにPayPayの使い方知らないんだけどめっちゃ貯まってて、支払うときついて来てほしいって毎度思うww,2,0,ja,うしゃみんの隣,'FF14＊Yuu Grand🌐Bahamurt⚔️メイン白 零式もやってます。たまにバンギャ。可愛いものが大好きなアウラちゃん🐰フォローお気軽にどうぞっ！雑談LS:creer des lians入りたい方募集　#今月のミラプリちゃん,383,False,607,50456,2017-04-14 14:57:02
erina_ito,2020-06-04 18:54:47,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/tIJji0OVW9,0,0,ja,,'懸賞、イベント大好きですん♡♡ ファンケルアンバサダー認定♡♡ 無言フォロー大歓迎です(*^^*),151,False,1876,8748,2012-08-23 03:14:09
IGAmakochi,2020-06-04 18:54:43,'というか貯まってるpaypay使いたい。,0,0,ja,,'Vtuber見ながらソシャゲやる日々。曲漁りとDJ。,400,False,721,45126,2014-08-01 15:19:09
eki1429,2020-06-04 18:54:22,'業務連絡です PayPayの受取が可能な方いらっしゃいましたらご連絡下さい 13日の案件でお願いしたいことがあります,0,1,ja,日本,'元は岡山のバスツアー添乗員。 今は添乗員さんを送り出す営業マンをしております。 たまに添乗にも出ますが見かけたら遠慮なく声かけてください(見た目がジミー大西みたいなやつです。) 偶にコスプレもします(穂乃果のパパ),2637,False,3562,58144,2011-07-17 09:08:11
angyo_kichizou,2020-06-04 18:54:14,'セルフレジでPayPayもSuicaも使えなくて普通のレジが混みまくる西友そろそろ対策立ててくれマジで,0,0,ja,東京のとなり,'ログインできずやむなくアカウントを作り直した主に京浜東北線を愛する者です。日常はだいたいRadioheadと椎名林檎のことを考えて生きてます。,30,False,72,3118,2017-07-09 02:43:38
yuu_chan_okome,2020-06-04 18:54:11,'@DEN__Ryu__NED お金持ちすぎる(*థ౪థ) 私PayPayにそんなに入ってないww,0,0,ja,,'動物大好き🐶🐱👍野良猫の保護♡譲渡頑張ってます❤️2人の子供がいるママです♡野良猫保護をしている方仲良くなってください(❁ᴗ͈ˬᴗ͈) #お米マン当選報告 ←作ってみたー✨❤️💛💚,577,False,1953,17092,2019-10-09 14:55:54
paypay_v,2020-06-04 18:53:45,'谷ちゃんの言い方がおもしろいw #おうちでSKE48,1,0,ja,,',303,False,437,23039,2014-10-15 12:27:06
atmmt0314,2020-06-04 18:53:36,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/I84a442HTs,0,0,ja,,',195,False,399,7469,2013-09-22 05:59:33
wataya_GIM,2020-06-04 18:53:05,'ヤフオク、結構売れていくからPayPay残高増えていく…楽しい…,2,0,ja,🍵💔💜,'緑の綿菓子。 芋の人。 撫子ちゃん肯定bot 最近はジャンクPCをちまちまいじってる新米ジャンカー。skype : wataya_gim ヘッダー・アイコン⇒細波 ひゅるのさん@xxxttss,149,False,260,15114,2017-06-18 05:23:45
yuu_chan_okome,2020-06-04 18:52:46,'お疲れ様です( ੭ ･ᴗ･ )੭✨❤️💛💚💙💜✨ 仕事から帰ってきた(ง ˙⍢˙)💕💕  最近絡んだことがない企画者の方にいきなり 欲しいものリスト送ったり PayPay送ったりするのが趣味ですww  うん･･･ただの変態ww,3,0,ja,,'動物大好き🐶🐱👍野良猫の保護♡譲渡頑張ってます❤️2人の子供がいるママです♡野良猫保護をしている方仲良くなってください(❁ᴗ͈ˬᴗ͈) #お米マン当選報告 ←作ってみたー✨❤️💛💚,577,False,1953,17092,2019-10-09 14:55:54
tetsuro_adc,2020-06-04 18:52:34,'10万円の支払いでステップはハードル高いなー。と思っていたところ固定資産税の納税もpaypay可能で大型支払い分を稼げた!,0,0,ja,Tokyo Japan,',2,False,44,194,2010-01-21 16:44:14
hosomachoboy,2020-06-04 18:52:27,'Uber Eatsアプリの支払い方法でPayPayが表示されない件、iPadに入れたアプリでは表示がされた。iPhoneでは引き続き表示なし。う〜ん。 #UberEats #PayPay,1,0,ja,"Osaka , Japan",'iMac/iPad/iPhone キュウソネコカミ/ONE OK ROCK/ヤバイTシャツ屋さん/My Hair is Bad/オリックス/セレッソ/FM802/NFL/黒猫のウィズ/スペシャ/プロスピA,288,False,1217,6135,2010-06-03 07:53:49
201612,2020-06-04 18:51:58,'@dm_mtyg_bot PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
Ha___pe,2020-06-04 18:51:43,'@MK_mk_65 馬刺しさん《@MK_mk_65 》から パパ活代としてPayPay10000円分 頂きました！😌✨  最初は少し抵抗があったのですが、 お話しているととても優しい方だと分かったので初パパ活をお願いしました！  初めてなので不手際あるかと思いますが、お手柔らかにお願いしますね😉💕  #とにかく笑っておきます☺️ https://t.co/cWc5VQb7Nd,0,0,ja,#はるの当選報告🌹 本当に欲しい物だけ応募します😌✨,'⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*メイク💄ダイエット🏋️‍♀️スキンケア✨を頑張る👧🏻！春から大学生🎓！リプ頂けたらフォロバします！💯 呼びタメ大歓迎なので敬語ポイで話しかけて下さい❤︎⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*⌒*,950,False,1763,22153,2017-04-29 13:59:44
namakeout,2020-06-04 18:51:40,'LINE Payクーポンとかメルペイクーポンはいちいち決済の前にクーポン有効にしなきゃいけないのが一番になれない要因の一つ。 PayPayはキャンペーンのポイントバックがほぼ全自動。,0,0,ja,スプラトゥーンが上手くなりたい人はウェブ見て！人のだけど！,'趣味だったTikTokはさすがチャイナ投稿規制基準がヌルスギで違法系多すぎるからアプリ削除不可避 I チャージャー絶許裏どりマン。🙇‍♂️ 極力0500-2300呟き,55,False,65,3174,2018-06-11 11:06:43
aya_simplelife,2020-06-04 18:51:23,'最近財布持っていくこと減ったけど iDとSuicaとICOCA（定期券用）とQUICPayとPayPayとLINE Payと楽天Payとメルペイはある。 https://t.co/OiiuVottnm,1,1,ja,,'アラフォー独身女性｜旅行とミニマリスト｜キャッシュレス生活｜節約生活｜幼稚園から中学まで場面緘黙症→大人になって克服｜動画とブログやっていますYouTube➡️https://t.co/hWppNaW2zr…,33,False,1,74,2020-05-26 10:13:41
yukinakaishi,2020-06-04 18:51:14,'@hatohatodaiji 手数料かかっても安全を選んでる。 PayPayとかも最初だけでしょ？割引、割引って。楽天カードも持とうと思ったことあったけど、後から引き落とされるのが金銭感覚が麻痺して買いすぎちゃいそうで、未だにコンビニ払いです。,1,0,ja,静岡県掛川市(東京杉並区出身),'パニック障害で鬱も併発しています。もう30年程になります。セルフジェルネイルにハマっています。 最近はアクセサリー作りをしています。ハンドメイドショップに出品したりしています。   火を使ったりが危なかった私が今では週２回程ですが料理を作るようになりました。  寝た切りだった時期を思えば嘘みたいな毎日です。,81,False,65,9197,2010-06-28 23:26:01
tomicagogo,2020-06-04 18:51:11,'Amazon タカラトミーモール タカラトミーモール楽天市場店 タカラトミーモールpaypayモール店 ✨予約受付中✨,1,0,ja,,'Sister blog https://t.co/9tT9w5PFYv https://t.co/3xhYEBREgP . .リプライはしません。ご用の方は、お気軽にDMお願い致します。,6753,False,1101,12283,2016-08-29 08:14:40
sksk40,2020-06-04 18:51:05,'さくらトラベル、「PayPay」と「Paidy」を導入　「ペイペイジャンボ」や10％還元対象 - TRAICY（トライシー） https://t.co/Td0CsYabji,0,0,ja,,'チャンネルさかとも✈️🍽💺🏨🌉🇯🇵 ホテル宿泊記、ホテルビュッフェ、飛行機、旅動画のチャンネルさかともです。旅•食•ホテルメインで動画をアップしています。ANAPLT/DeltaG/IHGAmb/BonvoyG/HiltonG #チャンネルさかとも #youtube #旅行 #ホテル #飛行機,14855,False,13891,25295,2009-11-02 01:37:21
hyudokun1225,2020-06-04 18:50:50,'PayPay1000円あるかたー？  アマギフと交換してくれる方ー,6,0,ja,,'仲良き【@miyasugi0924 】目標🎍フォロワー1万👉通知オン→→即いいね→→認知→→配布→→凸🎉実績→#あんひゅーど君 在庫👉#あんひゅーどの在庫 通知オン絶対🎁 提携業者→@SIRO81954,6364,False,1252,455,2019-12-15 07:47:07
bancho_2020,2020-06-04 18:50:32,'自慢じゃないけど、ｱﾀｼのPayPay、残高少ないよ💧  給付金もまだ、届いてないわよ〜(੭ᵒ̴̶̷̥́~ᵒ̴̶̷̣̥̀ᑦ) https://t.co/4T3T6EA2JY,8,0,ja,おねぇの国,'シンママ👧🏻テレビ＆YouTube📺歌🎤ゲーム🎮カフェ☕️ショッピング💕 懸賞、食べる事が大好き😋病気、地震、火災、水害に合ったけどポジティブ💪副業、LINE登録誘導拒否します❌『きまぐれシリーズ』たまに開催（っ'-')╮ =͟͟͞͞🎁#banchoの当選報告,482,False,1598,10205,2019-01-08 09:47:02
rad11moshimo,2020-06-04 18:50:24,'@mi__maru12 や、郵送とかすると手数料やら絶対かかるからさ😇PayPay送金できるし😇 ちっちゃい方が合いそう！ 色も良いんですか！？時間があればお願いしたいです！,0,0,ja,,'邦ロック、漫画、ゲーム、アニメ、おうち大好き人間たま〜にツイキャスしてる🙃,222,False,296,6531,2018-07-15 15:00:00
predater11,2020-06-04 18:50:00,'それで帰りにくら寿司に寄った。初PayPayで支払った。便利やな。たまに行くと美味しい。席が広めに区切られていて快適だった。店は大変だと思うけど。プールでは帰りに休息できるラウンジの椅子や机が撤去されていて休めなかったのが残念。普通に戻るにはもう少し時間がかかるか。(^^;;,0,0,ja,大阪府南部,'投信で投資をしてます。（投資比率３３％程度）  パソコン＆ゲーム＆筋トレ系トレーニング＆釣り（管理釣り場のみ）も多少趣味でやってます。  https://t.co/85rYj1sQab,194,False,154,14859,2011-01-05 02:46:35
