アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
non95335078,2020-04-07 18:58:16,@Shukun_tenshi PayPay助かるけど意外と少なかったw,0,0,ja,,"夢のSwitch当てる為懸賞してます(​*´꒳`*​)
無言フォロー多いけど話しかけてくれたら嬉しいです😍
当選報告必ずします🎶
#懸賞好きさんと繋がりたい

https://t.co/dntXP5laLl",1389,False,2836,19828,2019-05-03 17:15:26
buchi_pota,2020-04-07 18:58:13,コンビニでPayPayで支払ったら店員にスマホ触られてちょっと嫌だった完全に潔癖だべ,0,0,ja,Livetube.cc（故）,あんびりーばぼー,80,False,95,15792,2016-04-21 11:35:23
ssnpink89777,2020-04-07 18:58:02,Hiyoo様のキャンペーン🎁当選🎊ボイスレコーダー📢paypay💸プレゼントうれしい🥰どちらも仕事に活用して大切に使わせていただきます🙇‍♀️💕今年はラッキーなことが多い🥺✨ https://t.co/xDbzyD8fUN,4,2,ja,ほぼ呟かずサブのサブのサブ垢,ときめき欲しがり無い物ねだり 高橋優 星野源 岡崎体育 ビッケブランカ ヤバT USG ライブが一番 バンドざまあみろ一匹狼推し気味 動物占いはおおかみ,84,False,1528,21772,2016-11-30 09:41:41
taronagi,2020-04-07 18:57:51,この1、2ヶ月PayPay使いまくってたんだけど還元率今一になったから続けるか迷う。手元に小銭がないから病棟費も払えないし(^^;,0,0,ja,,寝ても覚めても嵐さんが好き♪,88,False,115,13126,2010-03-22 12:46:18
zero969,2020-04-07 18:57:44,セブンイレブン小山４丁目店の7銀行ATMでPAYPAYの入金をしようとした(お金を機械に入れたところまで)ところ、突然の障害。備え付けの電話で連絡したところ、以下。・係のものが20分過ぎぐらいにいくので待つか、あとで電話するのできてくれ,0,0,ja,Tokyo,福島在住の両親を気にしつつも、不景気の日々を過ごしている私です！,48,False,127,941,2010-01-28 23:15:10
makibao_furico,2020-04-07 18:57:23,paypay見たけどんーやっぱりsuica派だな。,0,0,ja,北海道　十勝　足寄,AKB48グループ大好きな酪農家です。 二輪免許'17/10/12検定合格 免許交付 2017年ninja2010 2018年4月EX250P導入,422,False,321,65700,2010-06-15 06:12:08
CRAIMU_310,2020-04-07 18:56:28,ダイソーpaypay使えるようになってるの神では？,1,0,ja,「ƒƒƒ」,"M:TG（EDH）TRPG（CoC）
最近は低浮上",66,False,108,3103,2014-09-19 15:25:21
DrSG_dq10,2020-04-07 18:56:12,中途半端に残ってるPayPayボーナスで何かメタルフィギュア1つ買おうかな。何がいいかな…,2,0,ja,オラクル船団 Ship8,ドラクエ10（休止中）にてアーネスト・サン・ジェルマンを自称する珍妙な人物。創作寄り雑多アカ。/フリーランスのクリエイター。絡むのは下手。※アイコン等キャラ絵は手製 ※ヘッダ背景はみにくる背景素材屋さんより購入/#同人ゲーム #カードワース #TRPG #ボードゲーム #カードゲーム #DQ10 #PSO2,248,False,275,16329,2017-09-15 03:23:05
oresmadx_ow,2020-04-07 18:56:05,@is_san_ppc PayPayで特定の店舗で支払うと20ないし25％還元される,0,0,ja,あいすを愛しています。,成分としては、ドラゴンボール、クロノトリガー、アイスクリーム、ゲームです。 MHW動画：https://t.co/e0X0byudEq #あいすおれすま,3566,False,3767,59239,2016-10-13 08:08:30
PAYPAY_EMPiRE_,2020-04-07 18:55:47,@JxSxK @COCO_GO_TO めっちゃかっけー,0,0,ja,,WACK,681,False,830,5607,2020-01-20 05:50:00
1moto392,2020-04-07 18:55:38,離れたところからお祝いできるメニュー🥂①paypay個人間送金（🆔tashma2a）　600円🍺1杯いただきます　5000円〜🍾金額に応じたシャンパンをいただきます②Amazonほしいものリスト　何が来ても嬉しい https://t.co/oIvA02L3m4,7,2,ja,1moto392@gmail.com,舞台俳優／隔週金曜バーテンダー（@bqsuzunari）／早稲田大学文学部卒／佐藤辰海演劇祭特別俳優賞1位／西武園ゆうえんちナレーション等,1641,False,301,4979,2015-02-26 18:09:51
myuuu_77,2020-04-07 18:55:27,@Shukun_tenshi paypayは使ってないから、それ以外だと嬉しい😢✨,0,0,ja,関東/迷子🐱🐶見かけたらRTしてます🚨,コスメ💄/美容💎/fashion👗/ブルベ夏🌸/スキンケアマニア🌙/甘いもの🍫💕/動物好き/👜販売職👗/一応メイク資格持ってます*/たまに日常やコスメ・美容系も載せます💍*/無言フォロー歓迎♡是非仲良くして下さい💛よろしくお願いします✨/副業系やLINE登録🙅❌,1089,False,2669,13943,2016-02-23 14:16:26
33ki,2020-04-07 18:55:24,使えないのにpaypay入れさせられてるとか邪悪すぎるだろ… https://t.co/qt1chp6YIe,1,1,ja,にっこりの魔法が届く場所,"矢澤が好き、そらまるが好き。だからこの血も肉も、魂も、ただ感謝を伝えるためだけに使いたい。
#徳井青空 #矢澤にこ #ドール (#ピュアニーモ 矢澤にこ/ #azone 1/3ごちうさマヤ)",1017,False,1489,58185,2009-07-17 15:07:26
katuratakechiyo,2020-04-07 18:55:19,スマホやパソコンに疎くて今まで必要最低限しか使ってこなかったけど、仕事なくなってテレワークせざるを得なくなって初めて世界が進んでることに気づかされる。家にいながらやれることいっぱいあるのね！YouTube、zoom、PayPay、pring、LINE Pay…全部ここ最近使い始めた。コロナがおれを成長させる。,75,5,ja,,落語芸術協会。千葉県旭市観光大使。明治大学大学院古代日本文学修士。古代史落語家。温泉ソムリエ。旅行好き。第18回さがみはら若手落語家選手権優勝。芸協カデンツァ。公式サイトhttps://t.co/NVwN9eqhY2 著書:幻冬舎『落語DE古事記』,2054,False,846,7349,2015-09-22 04:31:21
seasons_sor,2020-04-07 18:55:14,@Shukun_tenshi Amazonだとネットで買い物できるpaypayだとコンビニとかで使えるからどっちがいいんだろ？拡大地域にいないからpaypay っていいたいけど、なんでも使えるからAmazonに一票しました！,0,0,ja,中四国のどこか,RTのRTご迷惑をおかけしてたらすみません いい出会いとご縁を求めて作ったアカウントです。旅行とライブが大好き女子です٩꒰⍢ ꒱色々な経験を積んでいきてきたい 。ラブ❤️浜崎あゆみ👸スィーツ🍰summer🌈#しーーこの当選品,601,False,4996,40181,2015-08-13 23:34:19
panappuss,2020-04-07 18:54:32,@Shukun_tenshi 圧倒的PayPay,0,0,ja,北,専業主婦🐽かなりの親バカ🙋‍♂️パン屋さんに就くほどパンがすき🥖食べること🌸寝ること🌸YouTubeをみること🌸ゲームが大好きです😊王騎と伊之助が好き❁⃘ #panappu当選報告 懸賞仲間さん募集中です✩.*˚ 尊【@sayonaranomae01】 頂いたものはこちら👉#panappuのご報告,393,False,737,9134,2019-08-27 07:17:30
Ariesor12,2020-04-07 18:54:28,お昼に本日より発売の松屋のごろごろ煮込みチキンカレー。メニュー名に偽りなし！鶏肉がごろごろ入っててマジで美味い😋さらにPayPayで25%還元でお得に食べられて満足。 https://t.co/yNPGihRpYG,2,0,ja,Chiba,NW/SV監視をやっています。Cisco/CCNP/Linux/お酒/ラーメン/食べ物/ANA/SFC初心者/ポイ活/プロ野球/福岡ソフトバンクホークス/高校野球/海外サッカー/ブンデスリーガ/BVB/ドイツ代表/ゲッツェ/香川真司/スポーツ観戦/miwa/Mr.Children※食べ物が多めです。,156,False,399,7405,2010-06-08 06:00:52
sb_pachislo,2020-04-07 18:53:50,@kakineeeeeex PayPayフリマで50000円で売られててどうしようか悩んでます:;(∩´﹏`∩);:,0,0,ja,,ちんのもの,83,False,253,4124,2018-12-06 14:00:00
iikkuuttoo2580,2020-04-07 18:53:41,すごい個人的な意見なんですが、edyをスーパーの入り口で並んでチャージしてる人を見て、「paypayにすればいいのに…」ってなる。,0,0,ja,,"大阪から高知に移住。
楽しいことやり尽くすしかない。",732,False,874,3999,2016-03-08 04:44:44
machako,2020-04-07 18:53:32,そろそろPaypayの取り扱いを終了する(宣言している)店舗が出始めてるので、長期的に見た時に、何が一番良いのだろう🙄,0,0,ja,,,96,False,275,9368,2007-07-01 05:29:48
kitchen_e_m,2020-04-07 18:53:11,本日もテイクアウトやってます。当店はPayPay支払いができます！4月のキャンペーンが始まってます。お得にお食事してみませんか。 https://t.co/qCdtP6UfDA,2,1,ja,東京 練馬区田柄2-32-21,こちらは洋食店です。アットホームな雰囲気のお店です。お一人様でもお気軽にお越しください。皆さまのご来店、心よりお待ちしております。,59,False,71,198,2017-10-19 11:08:48
maR_riiiiii1,2020-04-07 18:53:10,@Shukun_tenshi 外に出て買えない人はPayPay以外だと助かるかも！,1,0,ja,💜好きな事を好きなだけやっていこ！💜ᵗʱᵃᵑᵏᵧₒᵤ ᕷ,(｢`･д･)｢ガォガォ♡まーちゃん、らぃぉんちゃん…🌸3歳の娘のお母さん(ギリ20代)/無言フォロー🙆/敬語ぽい🙆‍♂/適当に仲良くしてください👫♪/たくさんの素敵なご縁がありますように🍀/#DMこーい/#まーの当選報告/ちゃっかり🐰˚º(💗)#誠さん語録/ごめん優しくなんかない( •́ ̯•̀ )💭,1885,False,3429,61080,2019-10-29 03:09:33
SANO7ABE2CHI8,2020-04-07 18:52:52,ただいま🙋‍♂️ちゃんとマスクして行ったよ😷帰ってきてちゃんと手洗いうがいしたよ✌でっかいの買った😁💪270円だった!!安いよね？珍しくPayPay払い😂 https://t.co/8UY2AhUM8I,2,0,ja,,高1️⃣🏀Def Tech🎶🏀スリーポイント得意💪🏀青森ワッツ🏀No.7佐野太一 🏀No.8下山大地🏀岩手ビックブルズ🏀No.15下山貴裕🏀鹿児島レブナイズ🏀No.5鮫島和人🏀青森ワッツ3150✨🏀『青森ワッツやったらんかい🔥💪』#青森ワッツブースター💪#ブルーアフロ隊一員😎,282,False,1113,23319,2018-01-01 00:58:43
J5FiaXJYltQdchA,2020-04-07 18:52:51,PayPayにお金入れてみた,0,0,ja,,ぴえんちゃんです。ぴえんな人フォローします。ぴえんなフォロワーからぴえんな人をフォローします。ぴえんの連鎖。ぴえん,7,False,36,286,2020-01-09 03:41:06
femto1941231,2020-04-07 18:52:50,つまらなすぎるのでPayPayデビューした。スマート。,0,0,ja,とないとりひきかのう,氷帝学園3年A組報道委員。成人済。たまに舞台ネタバレ。本垢と取引アカウントを兼用しています。テニプリとテニミュとサンリオ男子がラブ。岳人、千歳中心に生きてます。今の推しは北乃さつきくん。F/R/Bお気軽に。,96,False,354,32858,2015-07-25 09:02:51
chili_zou,2020-04-07 18:52:05,paypayに全然チャージでけへん、どの銀行もダメ,0,0,ja,,主に自分の放送の事、レコードやCDの事、本垢ではいいにきい事をつぶやきます。,28,False,27,657,2014-11-17 15:35:39
rinehart613_,2020-04-07 18:51:51,paypay続々と本当に感謝です！！私にできること、まだまだ頑張ります。,4,0,ja,Personal Blog 🥺,コストコマスクの過去の販売傾向を共有するプラットフォームを作りました。ブログは無広告・無収入です。,632,False,46,607,2020-03-09 14:10:03
Pizzicato2016,2020-04-07 18:51:32,年金の支払いPayPayでやろうと入金したら、PayPayで支払えないとか言われたわ。これ、このコンビニだけかな。,0,0,ja,,じょしらく2期はよ,96,False,125,16729,2016-09-04 22:35:18
poohsuke_1108,2020-04-07 18:50:59,@Shukun_tenshi PayPayだとスーパーとかでも使えるよね( ¨̮ ),0,0,ja,欲しいものリスト👉,"コスメ💄トイプー愛好家🐩 
ハリポタオタク20年目🧙‍♀️ 
夢はイギリスに行くこと🛫🇬🇧 

最近はあつ森に夢中で低浮上気味🐻🌳
ツイステッドワンダーランドもやってます🎮💛

blog☞https://t.co/qNIxexgt5c

#ゆあの当選報告",2011,False,4480,32693,2017-06-09 08:57:41
Raawa_Mirrativ,2020-04-07 18:50:47,#は行でなぜモテないかわかる花見人ファミレスPayPayホルスターうーん…は？,0,0,ja,,"ちょっとだけお休みもらってます

動画配信サービス『ミラティブ』で活動しています。
サバゲー
キャンプ
二次元が趣味の変態です。
趣味程度に音楽やってます〜
なんかすごいやつ
🔥らあわ🔥フラグ建築士1級
一応、天国魔アンチではないと自分では思ってます。
判断は自由ですが、害悪行為はしないでね",80,False,81,3154,2019-06-13 09:37:14
Bunpapa3874,2020-04-07 18:50:34,路線バスでの「PayPay」で支払う手順の案内動画です！動画の通りに手順を進めれば、とっても簡単ですョ！※拡散お願いしますネ降りる際に後ろに並んだ他のお客さまをお待たせする心配も無く、現金で支払う時と同じ様な流れとタイミングで「PayPay」を使えるんですもちろん、小銭の心配もいりません https://t.co/Tuhn3gYAw9,30,19,ja,北海道帯広市西23条北1丁目1番1号,北海道 十勝 帯広生まれです。 高校から帯広を離れ、函館 小樽で学生時代を過ごし 東京 札幌で仕事をして、平成10年に帯広に戻ってきて、 バス事業を通じて街づくりに励んでます。夢は、地方のバスが元気になって全国の地方を活性化し、その全国の地方が日本を支えることにより、素晴らしい誇りある日本が創造されることです。,1590,False,1341,3251,2010-07-18 08:10:59
