システムID,ジャンルID,ステータスID,感情ラベル,content
501376,Aquos1,598448067667308544,negative,やぱりあんどろいどの方針だかでメニューキー廃止されとるね。画面にくろーむしか載ってないから標準ブラウザも削除ぽいな。ストアから入れるくろーむなら当然カスタムされてないからもうシャープにこだわる必要が無くなってしまった。実機触らんとあれだけどたぶんそうだろう
501380,Aquos1,598455820385288192,neutral,"夏モデルのAQUOSスマホは、スマホカバー必須うかな、あの黒いやつダサイ 
てか、ARROWSがひとつ前のAQUOSパクってないか、ってくらいデザインが似てるのは何故   (´・ω・｀)どのみに私は、AQUOS派なんでいいけど"
501974,Aquos1,601764052151324672,positive,SIMフリー端末でSH-01Gよりも端末スペックを落とさずに、バッテリー持ちがいいのなんてないよな。
502256,Aquos1,604515061713895424,neutral,galaxy S6 edgeのホットモック触ってみたけど、結構良いな。エッジスクリーンの昨日は試せなかったけど、デザインだけならピカイチだ。半年後くらいにディスカウント価格になってたら、こいつに機種変かな？まだ、SH-06E使うけどね。
503137,Aquos1,612114238648127491,neutral,去年７月に買った４Ｋ対応AQUOSが壊れた。画面に横線が入り変だなと思ってたら画面が映らなくなった。液晶の不具合らしく画面を丸ごと新品に交換。きれいな画面になってラッキー♪ギリギリ保証期間内でよかった。
504007,Aquos1,620050266130268160,positive,シャープのカラー暗視カメラすごい！色がついてる！ #がっちりマンデー
504009,Aquos1,620055854222409728,positive,Amazonレビューで割と高得点のカメラ会界のチョイノリことSTYLUS SH60ちゃん
504015,Aquos1,620078375613239296,neutral,スマホの画面ってトイレの便座の18倍雑菌があるらしくて、そろそろシャープがプラズマクラスター付きのスマホが出てもおかしく無いなと、月曜から夜ふかしの再放送を観て感じました。
504301,Aquos1,622712653312454656,neutral,"SH-07Eのバッテリー欠品品が13,824円なのはなかなか買いじゃないかな"
504595,Aquos1,625523866488602624,negative,ヨドバシで人生初のSIMフリースマホ、ファーウェイP8liteを購入。今のWX04SHは発熱、画面の線ときてしまったんで。そしてそのポイントでHGサイコガンダムゲットw
505172,Aquos1,631646025803952128,neutral,シャープさんだけかと思ったら、タニタさんのアイコンもホーム画面までいったら、人型に変わってたw え、愛なの？ なんなの？
505526,Aquos1,634697277647405057,neutral,シャープとローソンの、コンビニでブロマイド印刷できるサービスの話を見て、個別印刷のメリットを生かすことができたらいいのに、と思った。既成デザインとは別の、規定数まで素材を自分で選んで好きに並べられるサービス。バイキングとかサラダバーみたいなノリで、それはそれで楽しいと思うのよ。
501400,Aquos1,598495102185541635,neutral,新AQUOS PAD SH-05G… WQXGAになって、RAM 4GBでフレームレスに近いデザイン、カメラがZETAクラスになってバッテリ増量、メタルフレーム… なんてことになったらどうしようかと思ってましたが、杞憂でした。本当にほっとしています(*´∀｀)
501681,Aquos1,599564044270309376,positive,シャープが例えば民事再生になって経営陣が変わってもシャープのデザイン性はそのままがいいな〜リンゴみたいになったらやだなぁ…
502558,Aquos1,607225539397419008,neutral,今回買ったのは202SH for Bizっていう法人向けモデルで、カメラ、ワンセグ、おサイフ無しの通話とネット専用機ながらもBluetoothや赤外線を備えたビジネスにはコレ！ってモデル
503148,Aquos1,612173489454223360,neutral,スーパーのレジ。会計終わる間際におばちゃんが「これも追加で〜」と駆けって来たのは良いが「追加で〜」と言ってる口の中から緑色のガムがポロッと出て落ちてきた( ﾟдﾟ)SH-03Gのスーパースローカメラならスゴイ映像が撮れたに違いない…
503166,Aquos1,612279366416896000,negative,"正直、ディスプレイは使えればなんでもいいけど
二度とシャープは使いたくないです"
503727,Aquos1,617882491320320000,neutral,シャープについて日経新聞に『経営信条に「誠意と創意」を掲げ…ながら「液晶の次も液晶」戦略を推進し、強い新規事業を育てられなかった代償』とあった。シャープは、液晶の次は太陽電池として企業向け販売強化としていたのではないか。そこで企業向け販売の機能強化ができなかったのではないか。
504317,Aquos1,622922802505474048,positive,こうしてみるとAQUOS PAD SH-05Gは高いだけのことはある。LTEバンドと画面は完璧だし、防水だし。
504324,Aquos1,622953143131713536,neutral,"来年の機種変更で考えてるアクオスクリスタルもレイアウトのストラップホール付きシェルケースにしたいけど、ああいう画面のでかいやつってケースで画面が隠れるギリギリな感じに見えるけどどうなんだろう？
TPUやシリコンは完全に干渉してるように見えるから…"
505468,Aquos1,634230339964002307,NegaAndPosi,402SHはナビや動画とかちょっと離れて見る使い方だと画面でかくて最高とか思うけど、普通に使ってる時は保護フィルムのズレと合わせて端っこが凄く気になるんでつらい
501129,Aquos1,595990399459532800,negative,しかし、#ubuntu 15.04 は、うちの環境では明らかに(バッテリー駆動時間が70%に減るくらいには)消費電力が増加してるのだが、そういう報告は見かけないね。うちの環境が特殊なのかな。Sony S13Pと富士通 Lifebook SH76/D で確認したのだけど・・・。
501417,Aquos1,598520460846870528,neutral,「中身はともかくデザインはMVNOでミッドレンジモデルですぅーって言われながら出てても全く違和感のない感じだよなぁ」と思いながらSH-01Fを眺めることはある
501714,Aquos1,599783869680746497,positive,ただAQUOS PAD良さげなデザインにみえる
502003,Aquos1,602045917466734592,negative,"9年間酷使したSONYブラビアが殉職してしまいました。

別室に設置されていたSHARP LEDアクオスを移設しましたが、画面が32→24インチへグレードダウン…音質もアレなので、やや困っています。"
502004,Aquos1,602046350130184192,neutral,ニュースとかでシャープが高性能テレビをアピールしまくってるけど、なんでこんな素晴らしい液晶技術をパソコンのディスプレイに応用しないんだろう…って、毎回のように思う。少なくとも、テレビ以外にも応用出来る筈なのに。プラズマクラスターと違って。
502010,Aquos1,602101400760233986,neutral,SH-06Eと同じくスクフェスの画面が中心になるスマホにかえよう
503457,Aquos1,615114572307959808,neutral,"実家のSkypeの設定をするなど。これでイタリアとも連絡しやすかろう(´・ω・｀)
なお、AQUOSとは繋がらなかった模様。対応してるカメラ買おうよ。。。"
503461,Aquos1,615127880503169024,neutral,AQUOSのきゃりーのCM、絵がずーっと寄って行くんだけどカメラ移動でもズームでもなく画像処理のように見える。だとすると4Kどころじゃないすんごい高解像度の素材が必要。途中でオブジェクトが遮って絵が切り替わるのもそのせいに思える。実際はどうなんだろ。背景がCGてのもあるか。
